industry,date,metric,value,source,status
人工智能,2026-06-09,news_heat,1.0,Google News 中文科技,ok
人工智能,2026-06-11,news_heat,1.0,Google News 中文科技,ok
人工智能,2026-06-23,news_heat,1.0,Google News 中文科技,ok
人工智能,2026-06-25,news_heat,1.0,Google News 中文科技,ok
人工智能,2026-06-26,news_heat,1.0,Google News 中文科技,ok
人工智能,2026-06-28,news_heat,1.0,Google News 中文科技,ok
物流供应链,2026-06-29,market_return_3m,0.1034284973932622,Pacer Industrials and Logistics ETF (SHPP),ok
物流供应链,2026-06-29,market_return_4w,-0.0344683192335462,Pacer Industrials and Logistics ETF (SHPP),ok
物流供应链,2026-06-29,market_volume_change_4w,,Pacer Industrials and Logistics ETF (SHPP),insufficient_data
人工智能,2026-06-30,market_return_3m,0.3879839216201173,Global X Artificial Intelligence & Technology ETF (AIQ),ok
人工智能,2026-06-30,market_return_4w,-0.0513302901067188,Global X Artificial Intelligence & Technology ETF (AIQ),ok
人工智能,2026-06-30,market_volume_change_4w,0.5671434881703488,Global X Artificial Intelligence & Technology ETF (AIQ),ok
人工智能,2026-06-30,news_heat,6.0,Google News 中文科技,ok
低空经济,2026-06-30,market_return_3m,0.1253297914019842,ARK Space Exploration & Innovation ETF (ARKX),ok
低空经济,2026-06-30,market_return_4w,-0.0479911052840474,ARK Space Exploration & Innovation ETF (ARKX),ok
低空经济,2026-06-30,market_volume_change_4w,0.693199366152546,ARK Space Exploration & Innovation ETF (ARKX),ok
储能,2026-06-30,market_return_3m,0.0260347366649205,Amplify Lithium & Battery Technology ETF (BATT),ok
储能,2026-06-30,market_return_4w,-0.11717403674511,Amplify Lithium & Battery Technology ETF (BATT),ok
储能,2026-06-30,market_volume_change_4w,-0.4735200891968303,Amplify Lithium & Battery Technology ETF (BATT),ok
医药健康,2026-06-30,market_return_3m,0.0546422541040088,iShares Global Healthcare ETF (IXJ),ok
医药健康,2026-06-30,market_return_4w,0.0755568578592513,iShares Global Healthcare ETF (IXJ),ok
医药健康,2026-06-30,market_volume_change_4w,3.3817075903731846,iShares Global Healthcare ETF (IXJ),ok
半导体,2026-06-30,market_return_3m,0.6718240273338922,VanEck Semiconductor ETF (SMH),ok
半导体,2026-06-30,market_return_4w,0.0282018961370937,VanEck Semiconductor ETF (SMH),ok
半导体,2026-06-30,market_volume_change_4w,0.2081984367648222,VanEck Semiconductor ETF (SMH),ok
半导体,2026-06-30,news_heat,1.0,Google News 中文科技,ok
新能源汽车,2026-06-30,market_return_3m,0.2482538183035236,Global X Autonomous & Electric Vehicles ETF (DRIV),ok
新能源汽车,2026-06-30,market_return_4w,-0.0817746754414969,Global X Autonomous & Electric Vehicles ETF (DRIV),ok
新能源汽车,2026-06-30,market_volume_change_4w,-0.1519713506139153,Global X Autonomous & Electric Vehicles ETF (DRIV),ok
旅游,2026-06-30,market_return_3m,0.1349749928058239,Amplify Travel Tech ETF (AWAY),ok
旅游,2026-06-30,market_return_4w,0.0510970118057394,Amplify Travel Tech ETF (AWAY),ok
旅游,2026-06-30,market_volume_change_4w,-0.0633573407202215,Amplify Travel Tech ETF (AWAY),ok
旅游,2026-06-30,news_heat,2.0,Google News 中文科技,ok
机器人,2026-06-30,market_return_3m,0.237146249349204,ROBO Global Robotics and Automation Index ETF (ROBO),ok
机器人,2026-06-30,market_return_4w,-0.0443997741481317,ROBO Global Robotics and Automation Index ETF (ROBO),ok
机器人,2026-06-30,market_volume_change_4w,-0.0089497428494089,ROBO Global Robotics and Automation Index ETF (ROBO),ok
机器人,2026-06-30,news_heat,1.0,Google News 中文科技,ok
消费零售,2026-06-30,market_return_3m,-0.1963364100225237,Global X MSCI China Consumer Discretionary ETF (CHIQ),ok
消费零售,2026-06-30,market_return_4w,-0.1332696015692966,Global X MSCI China Consumer Discretionary ETF (CHIQ),ok
消费零售,2026-06-30,market_volume_change_4w,-0.35,Global X MSCI China Consumer Discretionary ETF (CHIQ),ok
网络安全,2026-06-30,market_return_3m,0.4009543813835436,First Trust NASDAQ Cybersecurity ETF (CIBR),ok
网络安全,2026-06-30,market_return_4w,-0.0190109225737243,First Trust NASDAQ Cybersecurity ETF (CIBR),ok
网络安全,2026-06-30,market_volume_change_4w,-0.0916950151712181,First Trust NASDAQ Cybersecurity ETF (CIBR),ok
跨境电商,2026-06-30,market_return_3m,-0.0422652743607865,EMQQ The Emerging Markets Internet & Ecommerce ETF (EMQQ),ok
跨境电商,2026-06-30,market_return_4w,-0.0360518954402876,EMQQ The Emerging Markets Internet & Ecommerce ETF (EMQQ),ok
跨境电商,2026-06-30,market_volume_change_4w,-0.2558423952443091,EMQQ The Emerging Markets Internet & Ecommerce ETF (EMQQ),ok
跨境电商,2026-06-30,news_heat,2.0,Google News 中文科技,ok
人工智能,2026-07-01,arxiv_paper_count_4w,5309.0,arXiv API,ok
人工智能,2026-07-01,github_repo_count_4w,4132.0,GitHub Search API,ok
人工智能,2026-07-01,nvd_cve_count_4w,,NVD CVE API,missing_config
人工智能,2026-07-01,policy_heat,,configured_sources,missing_config
低空经济,2026-07-01,arxiv_paper_count_4w,,arXiv API,missing_config
低空经济,2026-07-01,github_repo_count_4w,,GitHub Search API,missing_config
低空经济,2026-07-01,news_heat,0.0,Google News 中文科技,no_match
低空经济,2026-07-01,nvd_cve_count_4w,,NVD CVE API,missing_config
低空经济,2026-07-01,policy_heat,,configured_sources,missing_config
储能,2026-07-01,arxiv_paper_count_4w,,arXiv API,missing_config
储能,2026-07-01,github_repo_count_4w,,GitHub Search API,missing_config
储能,2026-07-01,news_heat,0.0,Google News 中文科技,no_match
储能,2026-07-01,nvd_cve_count_4w,,NVD CVE API,missing_config
储能,2026-07-01,policy_heat,,configured_sources,missing_config
医药健康,2026-07-01,arxiv_paper_count_4w,,arXiv API,source_error
医药健康,2026-07-01,github_repo_count_4w,,GitHub Search API,missing_config
医药健康,2026-07-01,news_heat,0.0,Google News 中文科技,no_match
医药健康,2026-07-01,nvd_cve_count_4w,,NVD CVE API,missing_config
医药健康,2026-07-01,policy_heat,,configured_sources,missing_config
半导体,2026-07-01,arxiv_paper_count_4w,,arXiv API,source_error
半导体,2026-07-01,github_repo_count_4w,2040.0,GitHub Search API,ok
半导体,2026-07-01,nvd_cve_count_4w,,NVD CVE API,missing_config
半导体,2026-07-01,policy_heat,,configured_sources,missing_config
新能源汽车,2026-07-01,arxiv_paper_count_4w,,arXiv API,missing_config
新能源汽车,2026-07-01,github_repo_count_4w,,GitHub Search API,missing_config
新能源汽车,2026-07-01,news_heat,0.0,Google News 中文科技,no_match
新能源汽车,2026-07-01,nvd_cve_count_4w,,NVD CVE API,missing_config
新能源汽车,2026-07-01,policy_heat,,configured_sources,missing_config
旅游,2026-07-01,arxiv_paper_count_4w,,arXiv API,missing_config
旅游,2026-07-01,github_repo_count_4w,,GitHub Search API,missing_config
旅游,2026-07-01,nvd_cve_count_4w,,NVD CVE API,missing_config
旅游,2026-07-01,policy_heat,,configured_sources,missing_config
机器人,2026-07-01,arxiv_paper_count_4w,,arXiv API,source_error
机器人,2026-07-01,github_repo_count_4w,8521.0,GitHub Search API,ok
机器人,2026-07-01,nvd_cve_count_4w,,NVD CVE API,missing_config
机器人,2026-07-01,policy_heat,,configured_sources,missing_config
消费零售,2026-07-01,arxiv_paper_count_4w,,arXiv API,missing_config
消费零售,2026-07-01,github_repo_count_4w,,GitHub Search API,missing_config
消费零售,2026-07-01,news_heat,0.0,Google News 中文科技,no_match
消费零售,2026-07-01,nvd_cve_count_4w,,NVD CVE API,missing_config
消费零售,2026-07-01,policy_heat,,configured_sources,missing_config
物流供应链,2026-07-01,arxiv_paper_count_4w,,arXiv API,missing_config
物流供应链,2026-07-01,github_repo_count_4w,,GitHub Search API,missing_config
物流供应链,2026-07-01,news_heat,0.0,Google News 中文科技,no_match
物流供应链,2026-07-01,nvd_cve_count_4w,,NVD CVE API,missing_config
物流供应链,2026-07-01,policy_heat,,configured_sources,missing_config
网络安全,2026-07-01,arxiv_paper_count_4w,,arXiv API,missing_config
网络安全,2026-07-01,github_repo_count_4w,10841.0,GitHub Search API,ok
网络安全,2026-07-01,news_heat,0.0,Google News 中文科技,no_match
网络安全,2026-07-01,nvd_cve_count_4w,7244.0,NVD CVE API,ok
网络安全,2026-07-01,policy_heat,,configured_sources,missing_config
跨境电商,2026-07-01,arxiv_paper_count_4w,,arXiv API,missing_config
跨境电商,2026-07-01,github_repo_count_4w,,GitHub Search API,missing_config
跨境电商,2026-07-01,nvd_cve_count_4w,,NVD CVE API,missing_config
跨境电商,2026-07-01,policy_heat,,configured_sources,missing_config
