industry,date,metric,value,source,status
物流供应链,2026-04-08,news_heat,1.0,Google News 中文科技,ok
人工智能,2026-05-03,news_heat,1.0,Google News 中文科技,ok
人工智能,2026-06-09,news_heat,1.0,Google News 中文科技,ok
人工智能,2026-06-11,news_heat,1.0,Google News 中文科技,ok
人工智能,2026-06-25,news_heat,1.0,Google News 中文科技,ok
人工智能,2026-06-28,news_heat,1.0,Google News 中文科技,ok
物流供应链,2026-07-06,market_return_3m,0.0834260285164532,Pacer Industrials and Logistics ETF (SHPP),ok
物流供应链,2026-07-06,market_return_4w,-0.0043808854709619,Pacer Industrials and Logistics ETF (SHPP),ok
物流供应链,2026-07-06,market_volume_change_4w,,Pacer Industrials and Logistics ETF (SHPP),insufficient_data
人工智能,2026-07-07,market_return_3m,0.257953470122378,Global X Artificial Intelligence & Technology ETF (AIQ),ok
人工智能,2026-07-07,market_return_4w,0.0117340484605805,Global X Artificial Intelligence & Technology ETF (AIQ),ok
人工智能,2026-07-07,market_volume_change_4w,0.2093155855473902,Global X Artificial Intelligence & Technology ETF (AIQ),ok
人工智能,2026-07-07,news_heat,7.0,Google News 中文科技,ok
低空经济,2026-07-07,market_return_3m,0.0442024084278662,ARK Space Exploration & Innovation ETF (ARKX),ok
低空经济,2026-07-07,market_return_4w,-0.0030581738986287,ARK Space Exploration & Innovation ETF (ARKX),ok
低空经济,2026-07-07,market_volume_change_4w,0.2333370173160884,ARK Space Exploration & Innovation ETF (ARKX),ok
储能,2026-07-07,market_return_3m,-0.0520565808337332,Amplify Lithium & Battery Technology ETF (BATT),ok
储能,2026-07-07,market_return_4w,-0.0321522164355132,Amplify Lithium & Battery Technology ETF (BATT),ok
储能,2026-07-07,market_volume_change_4w,-0.5275645234838121,Amplify Lithium & Battery Technology ETF (BATT),ok
医药健康,2026-07-07,market_return_3m,0.072852177205299,iShares Global Healthcare ETF (IXJ),ok
医药健康,2026-07-07,market_return_4w,0.0757795392110061,iShares Global Healthcare ETF (IXJ),ok
医药健康,2026-07-07,market_volume_change_4w,3.3185552367640208,iShares Global Healthcare ETF (IXJ),ok
半导体,2026-07-07,market_return_3m,0.351235192084649,VanEck Semiconductor ETF (SMH),ok
半导体,2026-07-07,market_return_4w,0.0184618233317002,VanEck Semiconductor ETF (SMH),ok
半导体,2026-07-07,market_volume_change_4w,0.1146218930339793,VanEck Semiconductor ETF (SMH),ok
新能源汽车,2026-07-07,market_return_3m,0.1076366383867255,Global X Autonomous & Electric Vehicles ETF (DRIV),ok
新能源汽车,2026-07-07,market_return_4w,-0.0300003785400806,Global X Autonomous & Electric Vehicles ETF (DRIV),ok
新能源汽车,2026-07-07,market_volume_change_4w,-0.2199978612577184,Global X Autonomous & Electric Vehicles ETF (DRIV),ok
旅游,2026-07-07,market_return_3m,0.1315011843769149,Amplify Travel Tech ETF (AWAY),ok
旅游,2026-07-07,market_return_4w,0.1135823807149185,Amplify Travel Tech ETF (AWAY),ok
旅游,2026-07-07,market_volume_change_4w,-0.4692481395945599,Amplify Travel Tech ETF (AWAY),ok
机器人,2026-07-07,market_return_3m,0.1185144805891593,ROBO Global Robotics and Automation Index ETF (ROBO),ok
机器人,2026-07-07,market_return_4w,0.0304402285401925,ROBO Global Robotics and Automation Index ETF (ROBO),ok
机器人,2026-07-07,market_volume_change_4w,-0.2431414639798559,ROBO Global Robotics and Automation Index ETF (ROBO),ok
机器人,2026-07-07,news_heat,3.0,Google News 中文科技,ok
消费零售,2026-07-07,market_return_3m,-0.1660058802354147,Global X MSCI China Consumer Discretionary ETF (CHIQ),ok
消费零售,2026-07-07,market_return_4w,-0.0502256534008375,Global X MSCI China Consumer Discretionary ETF (CHIQ),ok
消费零售,2026-07-07,market_volume_change_4w,-0.0555953623188405,Global X MSCI China Consumer Discretionary ETF (CHIQ),ok
网络安全,2026-07-07,market_return_3m,0.4630515640029353,First Trust NASDAQ Cybersecurity ETF (CIBR),ok
网络安全,2026-07-07,market_return_4w,0.10858007099191,First Trust NASDAQ Cybersecurity ETF (CIBR),ok
