industry,date,metric,value,source,status
人工智能,2026-06-28,news_heat,1.0,Google News 中文科技,ok
物流供应链,2026-06-30,market_return_3m,0.103184745150346,Pacer Industrials and Logistics ETF (SHPP),ok
物流供应链,2026-06-30,market_return_4w,-0.0232164478142175,Pacer Industrials and Logistics ETF (SHPP),ok
物流供应链,2026-06-30,market_volume_change_4w,,Pacer Industrials and Logistics ETF (SHPP),insufficient_data
人工智能,2026-07-01,market_return_3m,0.3325654673950835,Global X Artificial Intelligence & Technology ETF (AIQ),ok
人工智能,2026-07-01,market_return_4w,-0.0652269523522061,Global X Artificial Intelligence & Technology ETF (AIQ),ok
人工智能,2026-07-01,market_volume_change_4w,0.4793690656331024,Global X Artificial Intelligence & Technology ETF (AIQ),ok
人工智能,2026-07-01,news_heat,4.0,Google News 中文科技,ok
低空经济,2026-07-01,market_return_3m,0.1010578164697952,ARK Space Exploration & Innovation ETF (ARKX),ok
低空经济,2026-07-01,market_return_4w,-0.0695819234551,ARK Space Exploration & Innovation ETF (ARKX),ok
低空经济,2026-07-01,market_volume_change_4w,0.6293316911612503,ARK Space Exploration & Innovation ETF (ARKX),ok
储能,2026-07-01,market_return_3m,0.0240480728293732,Amplify Lithium & Battery Technology ETF (BATT),ok
储能,2026-07-01,market_return_4w,-0.1024590168511125,Amplify Lithium & Battery Technology ETF (BATT),ok
储能,2026-07-01,market_volume_change_4w,-0.4217634640434802,Amplify Lithium & Battery Technology ETF (BATT),ok
医药健康,2026-07-01,market_return_3m,0.0612580989110949,iShares Global Healthcare ETF (IXJ),ok
医药健康,2026-07-01,market_return_4w,0.0467478310765012,iShares Global Healthcare ETF (IXJ),ok
医药健康,2026-07-01,market_volume_change_4w,3.477080458653192,iShares Global Healthcare ETF (IXJ),ok
医药健康,2026-07-01,news_heat,1.0,Google News 中文科技,ok
半导体,2026-07-01,market_return_3m,0.5668973300626496,VanEck Semiconductor ETF (SMH),ok
半导体,2026-07-01,market_return_4w,-0.0112664047840713,VanEck Semiconductor ETF (SMH),ok
半导体,2026-07-01,market_volume_change_4w,0.2551055297604845,VanEck Semiconductor ETF (SMH),ok
半导体,2026-07-01,news_heat,5.0,Google News 中文科技,ok
新能源汽车,2026-07-01,market_return_3m,0.2197374873919781,Global X Autonomous & Electric Vehicles ETF (DRIV),ok
新能源汽车,2026-07-01,market_return_4w,-0.0958342696875155,Global X Autonomous & Electric Vehicles ETF (DRIV),ok
