industry,date,metric,value,source,status
人工智能,2026-07-07,news_heat,1.0,Google News 中文科技,ok
半导体,2026-07-07,news_heat,1.0,Google News 中文科技,ok
人工智能,2026-07-08,market_return_3m,0.2673688687162288,Global X Artificial Intelligence & Technology ETF (AIQ),ok
人工智能,2026-07-08,market_return_4w,-0.0215793753190223,Global X Artificial Intelligence & Technology ETF (AIQ),ok
人工智能,2026-07-08,market_volume_change_4w,0.169724073844891,Global X Artificial Intelligence & Technology ETF (AIQ),ok
人工智能,2026-07-08,news_heat,3.0,Google News 中文科技,ok
低空经济,2026-07-08,market_return_3m,0.0296461068838744,ARK Space Exploration & Innovation ETF (ARKX),ok
低空经济,2026-07-08,market_return_4w,-0.0624093317348146,ARK Space Exploration & Innovation ETF (ARKX),ok
低空经济,2026-07-08,market_volume_change_4w,0.1447214377325116,ARK Space Exploration & Innovation ETF (ARKX),ok
储能,2026-07-08,market_return_3m,-0.0954174782576627,Amplify Lithium & Battery Technology ETF (BATT),ok
储能,2026-07-08,market_return_4w,-0.0982477934792546,Amplify Lithium & Battery Technology ETF (BATT),ok
储能,2026-07-08,market_volume_change_4w,-0.5014749627501064,Amplify Lithium & Battery Technology ETF (BATT),ok
医药健康,2026-07-08,market_return_3m,0.0693483884498047,iShares Global Healthcare ETF (IXJ),ok
医药健康,2026-07-08,market_return_4w,0.0482894849686967,iShares Global Healthcare ETF (IXJ),ok
医药健康,2026-07-08,market_volume_change_4w,3.478641243024782,iShares Global Healthcare ETF (IXJ),ok
医药健康,2026-07-08,news_heat,1.0,Google News 中文科技,ok
半导体,2026-07-08,market_return_3m,0.3573521181383998,VanEck Semiconductor ETF (SMH),ok
半导体,2026-07-08,market_return_4w,-0.0269915692469346,VanEck Semiconductor ETF (SMH),ok
半导体,2026-07-08,market_volume_change_4w,0.0830470996897816,VanEck Semiconductor ETF (SMH),ok
新能源汽车,2026-07-08,market_return_3m,0.0931751504180682,Global X Autonomous & Electric Vehicles ETF (DRIV),ok
新能源汽车,2026-07-08,market_return_4w,-0.0751351425046852,Global X Autonomous & Electric Vehicles ETF (DRIV),ok
新能源汽车,2026-07-08,market_volume_change_4w,-0.2291891616790846,Global X Autonomous & Electric Vehicles ETF (DRIV),ok
新能源汽车,2026-07-08,news_heat,1.0,Google News 中文科技,ok
旅游,2026-07-08,market_return_3m,0.0925334096871486,Amplify Travel Tech ETF (AWAY),ok
旅游,2026-07-08,market_return_4w,0.048606727158309,Amplify Travel Tech ETF (AWAY),ok
旅游,2026-07-08,market_volume_change_4w,-0.480827775192596,Amplify Travel Tech ETF (AWAY),ok
旅游,2026-07-08,news_heat,2.0,Google News 中文科技,ok
机器人,2026-07-08,market_return_3m,0.0979940834447719,ROBO Global Robotics and Automation Index ETF (ROBO),ok
机器人,2026-07-08,market_return_4w,-0.0172267155609382,ROBO Global Robotics and Automation Index ETF (ROBO),ok
机器人,2026-07-08,market_volume_change_4w,-0.3483121836940035,ROBO Global Robotics and Automation Index ETF (ROBO),ok
机器人,2026-07-08,news_heat,4.0,Google News 中文科技,ok
消费零售,2026-07-08,market_return_3m,-0.1553164791334332,Global X MSCI China Consumer Discretionary ETF (CHIQ),ok
消费零售,2026-07-08,market_return_4w,-0.027174180260625,Global X MSCI China Consumer Discretionary ETF (CHIQ),ok
消费零售,2026-07-08,market_volume_change_4w,-0.0936946697640174,Global X MSCI China Consumer Discretionary ETF (CHIQ),ok
物流供应链,2026-07-08,market_return_3m,0.0706476110505958,Pacer Industrials and Logistics ETF (SHPP),ok
物流供应链,2026-07-08,market_return_4w,-0.0113729553550094,Pacer Industrials and Logistics ETF (SHPP),ok
物流供应链,2026-07-08,market_volume_change_4w,,Pacer Industrials and Logistics ETF (SHPP),insufficient_data
网络安全,2026-07-08,market_return_3m,0.5103527285842822,First Trust NASDAQ Cybersecurity ETF (CIBR),ok
网络安全,2026-07-08,market_return_4w,0.0733452817669173,First Trust NASDAQ Cybersecurity ETF (CIBR),ok
网络安全,2026-07-08,market_volume_change_4w,-0.215253195198838,First Trust NASDAQ Cybersecurity ETF (CIBR),ok
跨境电商,2026-07-08,market_return_3m,-0.0246103922526041,EMQQ The Emerging Markets Internet & Ecommerce ETF (EMQQ),ok
跨境电商,2026-07-08,market_return_4w,0.0443971695237159,EMQQ The Emerging Markets Internet & Ecommerce ETF (EMQQ),ok
跨境电商,2026-07-08,market_volume_change_4w,-0.113322818086225,EMQQ The Emerging Markets Internet & Ecommerce ETF (EMQQ),ok
人工智能,2026-07-09,arxiv_paper_count_4w,4903.0,arXiv API,ok
人工智能,2026-07-09,github_repo_count_4w,4268.0,GitHub Search API,ok
人工智能,2026-07-09,nvd_cve_count_4w,,NVD CVE API,missing_config
人工智能,2026-07-09,policy_heat,,configured_sources,missing_config
低空经济,2026-07-09,arxiv_paper_count_4w,,arXiv API,missing_config
低空经济,2026-07-09,github_repo_count_4w,,GitHub Search API,missing_config
低空经济,2026-07-09,news_heat,0.0,Google News 中文科技,no_match
低空经济,2026-07-09,nvd_cve_count_4w,,NVD CVE API,missing_config
低空经济,2026-07-09,policy_heat,,configured_sources,missing_config
储能,2026-07-09,arxiv_paper_count_4w,,arXiv API,missing_config
储能,2026-07-09,github_repo_count_4w,,GitHub Search API,missing_config
储能,2026-07-09,news_heat,0.0,Google News 中文科技,no_match
储能,2026-07-09,nvd_cve_count_4w,,NVD CVE API,missing_config
储能,2026-07-09,policy_heat,,configured_sources,missing_config
医药健康,2026-07-09,arxiv_paper_count_4w,10.0,arXiv API,ok
医药健康,2026-07-09,github_repo_count_4w,,GitHub Search API,missing_config
医药健康,2026-07-09,nvd_cve_count_4w,,NVD CVE API,missing_config
医药健康,2026-07-09,policy_heat,,configured_sources,missing_config
半导体,2026-07-09,arxiv_paper_count_4w,267.0,arXiv API,ok
半导体,2026-07-09,github_repo_count_4w,2027.0,GitHub Search API,ok
半导体,2026-07-09,nvd_cve_count_4w,,NVD CVE API,missing_config
半导体,2026-07-09,policy_heat,,configured_sources,missing_config
新能源汽车,2026-07-09,arxiv_paper_count_4w,,arXiv API,missing_config
新能源汽车,2026-07-09,github_repo_count_4w,,GitHub Search API,missing_config
新能源汽车,2026-07-09,nvd_cve_count_4w,,NVD CVE API,missing_config
新能源汽车,2026-07-09,policy_heat,,configured_sources,missing_config
旅游,2026-07-09,arxiv_paper_count_4w,,arXiv API,missing_config
旅游,2026-07-09,github_repo_count_4w,,GitHub Search API,missing_config
旅游,2026-07-09,nvd_cve_count_4w,,NVD CVE API,missing_config
旅游,2026-07-09,policy_heat,,configured_sources,missing_config
机器人,2026-07-09,arxiv_paper_count_4w,1364.0,arXiv API,ok
机器人,2026-07-09,github_repo_count_4w,8659.0,GitHub Search API,ok
机器人,2026-07-09,nvd_cve_count_4w,,NVD CVE API,missing_config
机器人,2026-07-09,policy_heat,,configured_sources,missing_config
消费零售,2026-07-09,arxiv_paper_count_4w,,arXiv API,missing_config
消费零售,2026-07-09,github_repo_count_4w,,GitHub Search API,missing_config
消费零售,2026-07-09,news_heat,0.0,Google News 中文科技,no_match
消费零售,2026-07-09,nvd_cve_count_4w,,NVD CVE API,missing_config
消费零售,2026-07-09,policy_heat,,configured_sources,missing_config
物流供应链,2026-07-09,arxiv_paper_count_4w,,arXiv API,missing_config
物流供应链,2026-07-09,github_repo_count_4w,,GitHub Search API,missing_config
物流供应链,2026-07-09,news_heat,0.0,Google News 中文科技,no_match
物流供应链,2026-07-09,nvd_cve_count_4w,,NVD CVE API,missing_config
物流供应链,2026-07-09,policy_heat,,configured_sources,missing_config
网络安全,2026-07-09,arxiv_paper_count_4w,,arXiv API,missing_config
网络安全,2026-07-09,github_repo_count_4w,10840.0,GitHub Search API,ok
网络安全,2026-07-09,news_heat,0.0,Google News 中文科技,no_match
网络安全,2026-07-09,nvd_cve_count_4w,6631.0,NVD CVE API,ok
网络安全,2026-07-09,policy_heat,,configured_sources,missing_config
跨境电商,2026-07-09,arxiv_paper_count_4w,,arXiv API,missing_config
跨境电商,2026-07-09,github_repo_count_4w,,GitHub Search API,missing_config
跨境电商,2026-07-09,news_heat,0.0,Google News 中文科技,no_match
跨境电商,2026-07-09,nvd_cve_count_4w,,NVD CVE API,missing_config
跨境电商,2026-07-09,policy_heat,,configured_sources,missing_config
