industry,date,metric,value,source,status
物流供应链,2026-04-08,news_heat,1.0,Google News 中文科技,ok
人工智能,2026-06-09,news_heat,1.0,Google News 中文科技,ok
人工智能,2026-06-23,news_heat,1.0,Google News 中文科技,ok
人工智能,2026-06-25,news_heat,1.0,Google News 中文科技,ok
物流供应链,2026-06-25,market_return_3m,0.1409238512367918,Pacer Industrials and Logistics ETF (SHPP),ok
物流供应链,2026-06-25,market_return_4w,-0.0230294071145712,Pacer Industrials and Logistics ETF (SHPP),ok
物流供应链,2026-06-25,market_volume_change_4w,,Pacer Industrials and Logistics ETF (SHPP),insufficient_data
人工智能,2026-06-26,market_return_3m,0.4102278527768748,Global X Artificial Intelligence & Technology ETF (AIQ),ok
人工智能,2026-06-26,market_return_4w,-0.09058180723474,Global X Artificial Intelligence & Technology ETF (AIQ),ok
人工智能,2026-06-26,market_volume_change_4w,0.739713286901468,Global X Artificial Intelligence & Technology ETF (AIQ),ok
人工智能,2026-06-26,news_heat,11.0,Google News 中文科技,ok
低空经济,2026-06-26,market_return_3m,0.1407645790023606,ARK Space Exploration & Innovation ETF (ARKX),ok
低空经济,2026-06-26,market_return_4w,-0.1224405172975062,ARK Space Exploration & Innovation ETF (ARKX),ok
低空经济,2026-06-26,market_volume_change_4w,0.8126630318102122,ARK Space Exploration & Innovation ETF (ARKX),ok
储能,2026-06-26,market_return_3m,0.0503849033555521,Amplify Lithium & Battery Technology ETF (BATT),ok
储能,2026-06-26,market_return_4w,-0.1308627775899021,Amplify Lithium & Battery Technology ETF (BATT),ok
储能,2026-06-26,market_volume_change_4w,-0.3393755114346009,Amplify Lithium & Battery Technology ETF (BATT),ok
医药健康,2026-06-26,market_return_3m,0.0874963314426033,iShares Global Healthcare ETF (IXJ),ok
医药健康,2026-06-26,market_return_4w,0.072993235488046,iShares Global Healthcare ETF (IXJ),ok
医药健康,2026-06-26,market_volume_change_4w,2.279221328382838,iShares Global Healthcare ETF (IXJ),ok
半导体,2026-06-26,market_return_3m,0.687060346484325,VanEck Semiconductor ETF (SMH),ok
半导体,2026-06-26,market_return_4w,0.0062519336770245,VanEck Semiconductor ETF (SMH),ok
半导体,2026-06-26,market_volume_change_4w,0.1964063617241003,VanEck Semiconductor ETF (SMH),ok
半导体,2026-06-26,news_heat,5.0,Google News 中文科技,ok
新能源汽车,2026-06-26,market_return_3m,0.2725604820813061,Global X Autonomous & Electric Vehicles ETF (DRIV),ok
