industry,date,metric,value,source,status
物流供应链,2026-04-08,news_heat,1.0,Google News 中文科技,ok
人工智能,2026-06-09,news_heat,1.0,Google News 中文科技,ok
人工智能,2026-06-15,news_heat,1.0,Google News 中文科技,ok
物流供应链,2026-06-15,market_return_3m,0.133312321883573,Pacer Industrials and Logistics ETF (SHPP),ok
物流供应链,2026-06-15,market_return_4w,0.0339271515332157,Pacer Industrials and Logistics ETF (SHPP),ok
物流供应链,2026-06-15,market_volume_change_4w,,Pacer Industrials and Logistics ETF (SHPP),insufficient_data
人工智能,2026-06-16,market_return_3m,0.3245901721358717,Global X Artificial Intelligence & Technology ETF (AIQ),ok
人工智能,2026-06-16,market_return_4w,0.044771302821797,Global X Artificial Intelligence & Technology ETF (AIQ),ok
人工智能,2026-06-16,market_volume_change_4w,0.6144548528127003,Global X Artificial Intelligence & Technology ETF (AIQ),ok
人工智能,2026-06-16,news_heat,6.0,Google News 中文科技,ok
低空经济,2026-06-16,market_return_3m,0.1077462247479239,ARK Space Exploration & Innovation ETF (ARKX),ok
低空经济,2026-06-16,market_return_4w,0.0031755373062862,ARK Space Exploration & Innovation ETF (ARKX),ok
低空经济,2026-06-16,market_volume_change_4w,1.2327729080229497,ARK Space Exploration & Innovation ETF (ARKX),ok
低空经济,2026-06-16,news_heat,1.0,Google News 中文科技,ok
储能,2026-06-16,market_return_3m,0.1801548495949569,Amplify Lithium & Battery Technology ETF (BATT),ok
储能,2026-06-16,market_return_4w,0.023809604211165,Amplify Lithium & Battery Technology ETF (BATT),ok
储能,2026-06-16,market_volume_change_4w,-0.2276330886222276,Amplify Lithium & Battery Technology ETF (BATT),ok
储能,2026-06-16,news_heat,1.0,Google News 中文科技,ok
医药健康,2026-06-16,market_return_3m,0.0313085605455836,iShares Global Healthcare ETF (IXJ),ok
医药健康,2026-06-16,market_return_4w,0.0214918889158628,iShares Global Healthcare ETF (IXJ),ok
医药健康,2026-06-16,market_volume_change_4w,0.4164922088062555,iShares Global Healthcare ETF (IXJ),ok
医药健康,2026-06-16,news_heat,1.0,Google News 中文科技,ok
半导体,2026-06-16,market_return_3m,0.5598095286521116,VanEck Semiconductor ETF (SMH),ok
半导体,2026-06-16,market_return_4w,0.0909220226281697,VanEck Semiconductor ETF (SMH),ok
半导体,2026-06-16,market_volume_change_4w,0.0562082832101908,VanEck Semiconductor ETF (SMH),ok
半导体,2026-06-16,news_heat,4.0,Google News 中文科技,ok
