rank,industry,data_date,composite_score,capital_momentum,capital_momentum_score,tech_activity,tech_activity_score,external_signal_score,available_weight,ranking_status,scoring_mode,market_return_3m,market_return_3m_status,market_return_3m_growth_rate_4w,market_return_3m_momentum_status,market_return_3m_score,market_return_3m_score_source,market_return_4w,market_return_4w_status,market_return_4w_growth_rate_4w,market_return_4w_momentum_status,market_return_4w_score,market_return_4w_score_source,arxiv_paper_count_4w,arxiv_paper_count_4w_status,arxiv_paper_count_4w_growth_rate_4w,arxiv_paper_count_4w_momentum_status,arxiv_paper_count_4w_score,arxiv_paper_count_4w_score_source,github_repo_count_4w,github_repo_count_4w_status,github_repo_count_4w_growth_rate_4w,github_repo_count_4w_momentum_status,github_repo_count_4w_score,github_repo_count_4w_score_source,market_volume_change_4w,market_volume_change_4w_status,market_volume_change_4w_growth_rate_4w,market_volume_change_4w_momentum_status,nvd_cve_count_4w,nvd_cve_count_4w_status,nvd_cve_count_4w_growth_rate_4w,nvd_cve_count_4w_momentum_status,excluded_metrics,insufficient_metrics,auxiliary_metrics,missing_metrics,data_status
,人工智能,2026-07-10,,,,,,,0.0,insufficient_history,历史数据不足，暂不排名,0.2619612400224327,ok,,insufficient_history,,unavailable,-0.0026562213897705,ok,,insufficient_history,,unavailable,4900.0,ok,,insufficient_history,,unavailable,4323.0,ok,,insufficient_history,,unavailable,0.0752187161084048,ok,,insufficient_history,,missing_config,,missing_config,market_return_3m;market_return_4w;arxiv_paper_count_4w;github_repo_count_4w,market_return_3m;market_return_4w;arxiv_paper_count_4w;github_repo_count_4w,market_volume_change_4w;nvd_cve_count_4w,market_return_3m;market_return_4w;arxiv_paper_count_4w;github_repo_count_4w,market_return_3m:insufficient_history; market_return_4w:insufficient_history; arxiv_paper_count_4w:insufficient_history; github_repo_count_4w:insufficient_history; market_volume_change_4w:insufficient_history; nvd_cve_count_4w:missing_config
,低空经济,2026-07-10,,,,,,,0.0,insufficient_history,历史数据不足，暂不排名,0.0085829495419387,ok,,insufficient_history,,unavailable,-0.0433688633963409,ok,,insufficient_history,,unavailable,,missing_config,,missing_config,,unavailable,,missing_config,,missing_config,,unavailable,0.032711157866935,ok,,insufficient_history,,missing_config,,missing_config,market_return_3m;market_return_4w;arxiv_paper_count_4w;github_repo_count_4w,market_return_3m;market_return_4w;arxiv_paper_count_4w;github_repo_count_4w,market_volume_change_4w;nvd_cve_count_4w,market_return_3m;market_return_4w;arxiv_paper_count_4w;github_repo_count_4w,market_return_3m:insufficient_history; market_return_4w:insufficient_history; arxiv_paper_count_4w:missing_config; github_repo_count_4w:missing_config; market_volume_change_4w:insufficient_history; nvd_cve_count_4w:missing_config
,储能,2026-07-10,,,,,,,0.0,insufficient_history,历史数据不足，暂不排名,-0.1059399602154871,ok,,insufficient_history,,unavailable,-0.1146148827096241,ok,,insufficient_history,,unavailable,,missing_config,,missing_config,,unavailable,,missing_config,,missing_config,,unavailable,-0.5016293830665557,ok,,insufficient_history,,missing_config,,missing_config,market_return_3m;market_return_4w;arxiv_paper_count_4w;github_repo_count_4w,market_return_3m;market_return_4w;arxiv_paper_count_4w;github_repo_count_4w,market_volume_change_4w;nvd_cve_count_4w,market_return_3m;market_return_4w;arxiv_paper_count_4w;github_repo_count_4w,market_return_3m:insufficient_history; market_return_4w:insufficient_history; arxiv_paper_count_4w:missing_config; github_repo_count_4w:missing_config; market_volume_change_4w:insufficient_history; nvd_cve_count_4w:missing_config
,医药健康,2026-07-10,,,,,,,0.0,insufficient_history,历史数据不足，暂不排名,0.0613287066778702,ok,,insufficient_history,,unavailable,0.0475452092649595,ok,,insufficient_history,,unavailable,,source_error,,source_error,,unavailable,,missing_config,,missing_config,,unavailable,2.4241883674169977,ok,,insufficient_history,,missing_config,,missing_config,market_return_3m;market_return_4w;arxiv_paper_count_4w;github_repo_count_4w,market_return_3m;market_return_4w;arxiv_paper_count_4w;github_repo_count_4w,market_volume_change_4w;nvd_cve_count_4w,market_return_3m;market_return_4w;arxiv_paper_count_4w;github_repo_count_4w,market_return_3m:insufficient_history; market_return_4w:insufficient_history; arxiv_paper_count_4w:source_error; github_repo_count_4w:missing_config; market_volume_change_4w:insufficient_history; nvd_cve_count_4w:missing_config
,半导体,2026-07-10,,,,,,,0.0,insufficient_history,历史数据不足，暂不排名,0.3707989026227398,ok,,insufficient_history,,unavailable,-0.0197271454133306,ok,,insufficient_history,,unavailable,267.0,ok,,insufficient_history,,unavailable,2058.0,ok,,insufficient_history,,unavailable,0.0491183427635624,ok,,insufficient_history,,missing_config,,missing_config,market_return_3m;market_return_4w;arxiv_paper_count_4w;github_repo_count_4w,market_return_3m;market_return_4w;arxiv_paper_count_4w;github_repo_count_4w,market_volume_change_4w;nvd_cve_count_4w,market_return_3m;market_return_4w;arxiv_paper_count_4w;github_repo_count_4w,market_return_3m:insufficient_history; market_return_4w:insufficient_history; arxiv_paper_count_4w:insufficient_history; github_repo_count_4w:insufficient_history; market_volume_change_4w:insufficient_history; nvd_cve_count_4w:missing_config
,新能源汽车,2026-07-10,,,,,,,0.0,insufficient_history,历史数据不足，暂不排名,0.0901879730875836,ok,,insufficient_history,,unavailable,-0.0781386091250667,ok,,insufficient_history,,unavailable,,missing_config,,missing_config,,unavailable,,missing_config,,missing_config,,unavailable,-0.2171147583691546,ok,,insufficient_history,,missing_config,,missing_config,market_return_3m;market_return_4w;arxiv_paper_count_4w;github_repo_count_4w,market_return_3m;market_return_4w;arxiv_paper_count_4w;github_repo_count_4w,market_volume_change_4w;nvd_cve_count_4w,market_return_3m;market_return_4w;arxiv_paper_count_4w;github_repo_count_4w,market_return_3m:insufficient_history; market_return_4w:insufficient_history; arxiv_paper_count_4w:missing_config; github_repo_count_4w:missing_config; market_volume_change_4w:insufficient_history; nvd_cve_count_4w:missing_config
,旅游,2026-07-10,,,,,,,0.0,insufficient_history,历史数据不足，暂不排名,0.1025640588195822,ok,,insufficient_history,,unavailable,0.0660132893105449,ok,,insufficient_history,,unavailable,,missing_config,,missing_config,,unavailable,,missing_config,,missing_config,,unavailable,-0.512966471554734,ok,,insufficient_history,,missing_config,,missing_config,market_return_3m;market_return_4w;arxiv_paper_count_4w;github_repo_count_4w,market_return_3m;market_return_4w;arxiv_paper_count_4w;github_repo_count_4w,market_volume_change_4w;nvd_cve_count_4w,market_return_3m;market_return_4w;arxiv_paper_count_4w;github_repo_count_4w,market_return_3m:insufficient_history; market_return_4w:insufficient_history; arxiv_paper_count_4w:missing_config; github_repo_count_4w:missing_config; market_volume_change_4w:insufficient_history; nvd_cve_count_4w:missing_config
,机器人,2026-07-10,,,,,,,0.0,insufficient_history,历史数据不足，暂不排名,0.0988556720830358,ok,,insufficient_history,,unavailable,-0.0049398031579442,ok,,insufficient_history,,unavailable,1365.0,ok,,insufficient_history,,unavailable,8735.0,ok,,insufficient_history,,unavailable,-0.3514121709142904,ok,,insufficient_history,,missing_config,,missing_config,market_return_3m;market_return_4w;arxiv_paper_count_4w;github_repo_count_4w,market_return_3m;market_return_4w;arxiv_paper_count_4w;github_repo_count_4w,market_volume_change_4w;nvd_cve_count_4w,market_return_3m;market_return_4w;arxiv_paper_count_4w;github_repo_count_4w,market_return_3m:insufficient_history; market_return_4w:insufficient_history; arxiv_paper_count_4w:insufficient_history; github_repo_count_4w:insufficient_history; market_volume_change_4w:insufficient_history; nvd_cve_count_4w:missing_config
,消费零售,2026-07-10,,,,,,,0.0,insufficient_history,历史数据不足，暂不排名,-0.1628406559630905,ok,,insufficient_history,,unavailable,-0.045929463621777,ok,,insufficient_history,,unavailable,,missing_config,,missing_config,,unavailable,,missing_config,,missing_config,,unavailable,-0.3747346268850754,ok,,insufficient_history,,missing_config,,missing_config,market_return_3m;market_return_4w;arxiv_paper_count_4w;github_repo_count_4w,market_return_3m;market_return_4w;arxiv_paper_count_4w;github_repo_count_4w,market_volume_change_4w;nvd_cve_count_4w,market_return_3m;market_return_4w;arxiv_paper_count_4w;github_repo_count_4w,market_return_3m:insufficient_history; market_return_4w:insufficient_history; arxiv_paper_count_4w:missing_config; github_repo_count_4w:missing_config; market_volume_change_4w:insufficient_history; nvd_cve_count_4w:missing_config
,物流供应链,2026-07-10,,,,,,,0.0,insufficient_history,历史数据不足，暂不排名,0.0706508712692985,ok,,insufficient_history,,unavailable,-0.0113699448963415,ok,,insufficient_history,,unavailable,,missing_config,,missing_config,,unavailable,,missing_config,,missing_config,,unavailable,,insufficient_data,,insufficient_data,,missing_config,,missing_config,market_return_3m;market_return_4w;arxiv_paper_count_4w;github_repo_count_4w,market_return_3m;market_return_4w;arxiv_paper_count_4w;github_repo_count_4w,market_volume_change_4w;nvd_cve_count_4w,market_return_3m;market_return_4w;arxiv_paper_count_4w;github_repo_count_4w,market_return_3m:insufficient_history; market_return_4w:insufficient_history; arxiv_paper_count_4w:missing_config; github_repo_count_4w:missing_config; market_volume_change_4w:insufficient_data; nvd_cve_count_4w:missing_config
,网络安全,2026-07-10,,,,,,,0.0,insufficient_history,历史数据不足，暂不排名,0.4929745944659804,ok,,insufficient_history,,unavailable,0.1056024986299486,ok,,insufficient_history,,unavailable,,missing_config,,missing_config,,unavailable,10847.0,ok,,insufficient_history,,unavailable,-0.1851510283827087,ok,,insufficient_history,6619.0,ok,,insufficient_history,market_return_3m;market_return_4w;arxiv_paper_count_4w;github_repo_count_4w,market_return_3m;market_return_4w;arxiv_paper_count_4w;github_repo_count_4w,market_volume_change_4w;nvd_cve_count_4w,market_return_3m;market_return_4w;arxiv_paper_count_4w;github_repo_count_4w,market_return_3m:insufficient_history; market_return_4w:insufficient_history; arxiv_paper_count_4w:missing_config; github_repo_count_4w:insufficient_history; market_volume_change_4w:insufficient_history; nvd_cve_count_4w:insufficient_history
