rank,industry,data_date,composite_score,capital_momentum,capital_momentum_score,tech_activity,tech_activity_score,external_signal_score,available_weight,ranking_status,scoring_mode,market_return_3m,market_return_3m_status,market_return_3m_growth_rate_4w,market_return_3m_momentum_status,market_return_3m_score,market_return_3m_score_source,market_return_4w,market_return_4w_status,market_return_4w_growth_rate_4w,market_return_4w_momentum_status,market_return_4w_score,market_return_4w_score_source,arxiv_paper_count_4w,arxiv_paper_count_4w_status,arxiv_paper_count_4w_growth_rate_4w,arxiv_paper_count_4w_momentum_status,arxiv_paper_count_4w_score,arxiv_paper_count_4w_score_source,github_repo_count_4w,github_repo_count_4w_status,github_repo_count_4w_growth_rate_4w,github_repo_count_4w_momentum_status,github_repo_count_4w_score,github_repo_count_4w_score_source,market_volume_change_4w,market_volume_change_4w_status,market_volume_change_4w_growth_rate_4w,market_volume_change_4w_momentum_status,nvd_cve_count_4w,nvd_cve_count_4w_status,nvd_cve_count_4w_growth_rate_4w,nvd_cve_count_4w_momentum_status,excluded_metrics,insufficient_metrics,auxiliary_metrics,missing_metrics,data_status
1,网络安全,2026-06-17,91.25,75.0,75.0,100.0,100.0,,1.0,trial,试运行评分模式,0.3065757811436362,ok,,insufficient_history,75.0,latest_value,0.0418809455739983,ok,,insufficient_history,75.0,latest_value,,missing_config,,missing_config,,unavailable,10444.0,ok,,insufficient_history,100.0,latest_value,0.2390369132290184,ok,,insufficient_history,6548.0,ok,,insufficient_history,,arxiv_paper_count_4w,market_volume_change_4w;nvd_cve_count_4w,arxiv_paper_count_4w,market_return_3m:insufficient_history; market_return_4w:insufficient_history; arxiv_paper_count_4w:missing_config; github_repo_count_4w:insufficient_history; market_volume_change_4w:insufficient_history; nvd_cve_count_4w:insufficient_history
2,人工智能,2026-06-17,79.375,87.5,87.5,75.0,75.0,,1.0,trial,试运行评分模式,0.3245901721358717,ok,,insufficient_history,91.66666666666666,latest_value,0.044771302821797,ok,,insufficient_history,83.33333333333334,latest_value,6366.0,ok,,insufficient_history,100.0,latest_value,4016.0,ok,,insufficient_history,50.0,latest_value,0.6144548528127003,ok,,insufficient_history,,missing_config,,missing_config,,,market_volume_change_4w;nvd_cve_count_4w,,market_return_3m:insufficient_history; market_return_4w:insufficient_history; arxiv_paper_count_4w:insufficient_history; github_repo_count_4w:insufficient_history; market_volume_change_4w:insufficient_history; nvd_cve_count_4w:missing_config
3,新能源汽车,2026-06-17,70.83333333333334,70.83333333333334,70.83333333333334,,,,0.35,trial,试运行评分模式,0.3079685765274642,ok,,insufficient_history,83.33333333333334,latest_value,0.0257973352673737,ok,,insufficient_history,58.333333333333336,latest_value,,missing_config,,missing_config,,unavailable,,missing_config,,missing_config,,unavailable,-0.009663219842272,ok,,insufficient_history,,missing_config,,missing_config,,arxiv_paper_count_4w;github_repo_count_4w,market_volume_change_4w;nvd_cve_count_4w,arxiv_paper_count_4w;github_repo_count_4w,market_return_3m:insufficient_history; market_return_4w:insufficient_history; arxiv_paper_count_4w:missing_config; github_repo_count_4w:missing_config; market_volume_change_4w:insufficient_history; nvd_cve_count_4w:missing_config
4,机器人,2026-06-17,64.79166666666666,45.83333333333333,45.83333333333333,75.0,75.0,,1.0,trial,试运行评分模式,0.1906310910443913,ok,,insufficient_history,66.66666666666666,latest_value,0.0008327349138383,ok,,insufficient_history,25.0,latest_value,1386.0,ok,,insufficient_history,75.0,latest_value,7374.0,ok,,insufficient_history,75.0,latest_value,0.643465208911651,ok,,insufficient_history,,missing_config,,missing_config,,,market_volume_change_4w;nvd_cve_count_4w,,market_return_3m:insufficient_history; market_return_4w:insufficient_history; arxiv_paper_count_4w:insufficient_history; github_repo_count_4w:insufficient_history; market_volume_change_4w:insufficient_history; nvd_cve_count_4w:missing_config
5,旅游,2026-06-17,62.49999999999999,62.49999999999999,62.49999999999999,,,,0.35,trial,试运行评分模式,0.1048600073214223,ok,,insufficient_history,33.33333333333333,latest_value,0.0792681871778646,ok,,insufficient_history,91.66666666666666,latest_value,,missing_config,,missing_config,,unavailable,,missing_config,,missing_config,,unavailable,0.6353652894914772,ok,,insufficient_history,,missing_config,,missing_config,,arxiv_paper_count_4w;github_repo_count_4w,market_volume_change_4w;nvd_cve_count_4w,arxiv_paper_count_4w;github_repo_count_4w,market_return_3m:insufficient_history; market_return_4w:insufficient_history; arxiv_paper_count_4w:missing_config; github_repo_count_4w:missing_config; market_volume_change_4w:insufficient_history; nvd_cve_count_4w:missing_config
6,半导体,2026-06-17,59.375,100.0,100.0,37.5,37.5,,1.0,trial,试运行评分模式,0.5598095286521116,ok,,insufficient_history,100.0,latest_value,0.0909220226281697,ok,,insufficient_history,100.0,latest_value,242.0,ok,,insufficient_history,50.0,latest_value,2040.0,ok,,insufficient_history,25.0,latest_value,0.0562082832101908,ok,,insufficient_history,,missing_config,,missing_config,,,market_volume_change_4w;nvd_cve_count_4w,,market_return_3m:insufficient_history; market_return_4w:insufficient_history; arxiv_paper_count_4w:insufficient_history; github_repo_count_4w:insufficient_history; market_volume_change_4w:insufficient_history; nvd_cve_count_4w:missing_config
7,物流供应链,2026-06-17,58.33333333333333,58.33333333333333,58.33333333333333,,,,0.35,trial,试运行评分模式,0.133312321883573,ok,,insufficient_history,50.0,latest_value,0.0339271515332157,ok,,insufficient_history,66.66666666666666,latest_value,,missing_config,,missing_config,,unavailable,,missing_config,,missing_config,,unavailable,,insufficient_data,,insufficient_data,,missing_config,,missing_config,,arxiv_paper_count_4w;github_repo_count_4w,market_volume_change_4w;nvd_cve_count_4w,arxiv_paper_count_4w;github_repo_count_4w,market_return_3m:insufficient_history; market_return_4w:insufficient_history; arxiv_paper_count_4w:missing_config; github_repo_count_4w:missing_config; market_volume_change_4w:insufficient_data; nvd_cve_count_4w:missing_config
8,储能,2026-06-17,54.166666666666664,54.16666666666667,54.16666666666667,,,,0.35,trial,试运行评分模式,0.1801548495949569,ok,,insufficient_history,58.333333333333336,latest_value,0.023809604211165,ok,,insufficient_history,50.0,latest_value,,missing_config,,missing_config,,unavailable,,missing_config,,missing_config,,unavailable,-0.2276330886222276,ok,,insufficient_history,,missing_config,,missing_config,,arxiv_paper_count_4w;github_repo_count_4w,market_volume_change_4w;nvd_cve_count_4w,arxiv_paper_count_4w;github_repo_count_4w,market_return_3m:insufficient_history; market_return_4w:insufficient_history; arxiv_paper_count_4w:missing_config; github_repo_count_4w:missing_config; market_volume_change_4w:insufficient_history; nvd_cve_count_4w:missing_config
9,低空经济,2026-06-17,37.5,37.5,37.5,,,,0.35,trial,试运行评分模式,0.1077462247479239,ok,,insufficient_history,41.66666666666667,latest_value,0.0031755373062862,ok,,insufficient_history,33.33333333333333,latest_value,,missing_config,,missing_config,,unavailable,,missing_config,,missing_config,,unavailable,1.2327729080229497,ok,,insufficient_history,,missing_config,,missing_config,,arxiv_paper_count_4w;github_repo_count_4w,market_volume_change_4w;nvd_cve_count_4w,arxiv_paper_count_4w;github_repo_count_4w,market_return_3m:insufficient_history; market_return_4w:insufficient_history; arxiv_paper_count_4w:missing_config; github_repo_count_4w:missing_config; market_volume_change_4w:insufficient_history; nvd_cve_count_4w:missing_config
10,医药健康,2026-06-17,27.916666666666664,33.333333333333336,33.333333333333336,25.0,25.0,,1.0,trial,试运行评分模式,0.0313085605455836,ok,,insufficient_history,25.0,latest_value,0.0214918889158628,ok,,insufficient_history,41.66666666666667,latest_value,14.0,ok,,insufficient_history,25.0,latest_value,,missing_config,,missing_config,,unavailable,0.4164922088062555,ok,,insufficient_history,,missing_config,,missing_config,,github_repo_count_4w,market_volume_change_4w;nvd_cve_count_4w,github_repo_count_4w,market_return_3m:insufficient_history; market_return_4w:insufficient_history; arxiv_paper_count_4w:insufficient_history; github_repo_count_4w:missing_config; market_volume_change_4w:insufficient_history; nvd_cve_count_4w:missing_config
