industry,date,metric,value,source,status
人工智能,2026-06-02,news_heat,1.0,Google News 中文科技,ok
人工智能,2026-06-09,news_heat,1.0,Google News 中文科技,ok
人工智能,2026-06-15,news_heat,1.0,Google News 中文科技,ok
物流供应链,2026-06-18,market_return_3m,0.1025463454653918,Pacer Industrials and Logistics ETF (SHPP),ok
物流供应链,2026-06-18,market_return_4w,-0.0108618005374506,Pacer Industrials and Logistics ETF (SHPP),ok
物流供应链,2026-06-18,market_volume_change_4w,,Pacer Industrials and Logistics ETF (SHPP),insufficient_data
人工智能,2026-06-22,market_return_3m,0.4006261837307865,Global X Artificial Intelligence & Technology ETF (AIQ),ok
人工智能,2026-06-22,market_return_4w,0.0289877220569316,Global X Artificial Intelligence & Technology ETF (AIQ),ok
人工智能,2026-06-22,market_volume_change_4w,0.5717589794586018,Global X Artificial Intelligence & Technology ETF (AIQ),ok
人工智能,2026-06-22,news_heat,5.0,Google News 中文科技,ok
低空经济,2026-06-22,market_return_3m,0.0733590956319936,ARK Space Exploration & Innovation ETF (ARKX),ok
低空经济,2026-06-22,market_return_4w,-0.0812448540723388,ARK Space Exploration & Innovation ETF (ARKX),ok
低空经济,2026-06-22,market_volume_change_4w,1.2532281504480212,ARK Space Exploration & Innovation ETF (ARKX),ok
储能,2026-06-22,market_return_3m,0.12457685142594,Amplify Lithium & Battery Technology ETF (BATT),ok
储能,2026-06-22,market_return_4w,-0.0343023329312376,Amplify Lithium & Battery Technology ETF (BATT),ok
储能,2026-06-22,market_volume_change_4w,-0.1610446786680347,Amplify Lithium & Battery Technology ETF (BATT),ok
医药健康,2026-06-22,market_return_3m,0.0162600971918216,iShares Global Healthcare ETF (IXJ),ok
医药健康,2026-06-22,market_return_4w,0.0030732527056125,iShares Global Healthcare ETF (IXJ),ok
医药健康,2026-06-22,market_volume_change_4w,1.535366123904037,iShares Global Healthcare ETF (IXJ),ok
半导体,2026-06-22,market_return_3m,0.6763821150864999,VanEck Semiconductor ETF (SMH),ok
半导体,2026-06-22,market_return_4w,0.1108877617692916,VanEck Semiconductor ETF (SMH),ok
半导体,2026-06-22,market_volume_change_4w,0.1100462752108188,VanEck Semiconductor ETF (SMH),ok
半导体,2026-06-22,news_heat,2.0,Google News 中文科技,ok
新能源汽车,2026-06-22,market_return_3m,0.3033343838467264,Global X Autonomous & Electric Vehicles ETF (DRIV),ok
新能源汽车,2026-06-22,market_return_4w,-0.033605413610338,Global X Autonomous & Electric Vehicles ETF (DRIV),ok
新能源汽车,2026-06-22,market_volume_change_4w,-0.0808319402652402,Global X Autonomous & Electric Vehicles ETF (DRIV),ok
旅游,2026-06-22,market_return_3m,0.1056000578523272,Amplify Travel Tech ETF (AWAY),ok
旅游,2026-06-22,market_return_4w,0.067386686444034,Amplify Travel Tech ETF (AWAY),ok
旅游,2026-06-22,market_volume_change_4w,0.6532542624166049,Amplify Travel Tech ETF (AWAY),ok
机器人,2026-06-22,market_return_3m,0.2192205135493947,ROBO Global Robotics and Automation Index ETF (ROBO),ok
机器人,2026-06-22,market_return_4w,-0.0371151952125484,ROBO Global Robotics and Automation Index ETF (ROBO),ok
机器人,2026-06-22,market_volume_change_4w,0.4725423195214686,ROBO Global Robotics and Automation Index ETF (ROBO),ok
机器人,2026-06-22,news_heat,3.0,Google News 中文科技,ok
消费零售,2026-06-22,market_return_3m,-0.1683317064024604,Global X MSCI China Consumer Discretionary ETF (CHIQ),ok
消费零售,2026-06-22,market_return_4w,-0.1019418124954991,Global X MSCI China Consumer Discretionary ETF (CHIQ),ok
消费零售,2026-06-22,market_volume_change_4w,0.5271553903345727,Global X MSCI China Consumer Discretionary ETF (CHIQ),ok
物流供应链,2026-06-22,news_heat,2.0,Google News 中文科技,ok
网络安全,2026-06-22,market_return_3m,0.3212141013068081,First Trust NASDAQ Cybersecurity ETF (CIBR),ok
网络安全,2026-06-22,market_return_4w,-0.0106534267295934,First Trust NASDAQ Cybersecurity ETF (CIBR),ok
网络安全,2026-06-22,market_volume_change_4w,0.2533550579598418,First Trust NASDAQ Cybersecurity ETF (CIBR),ok
跨境电商,2026-06-22,market_return_3m,-0.0644969138998152,EMQQ The Emerging Markets Internet & Ecommerce ETF (EMQQ),ok
跨境电商,2026-06-22,market_return_4w,-0.0411922762300431,EMQQ The Emerging Markets Internet & Ecommerce ETF (EMQQ),ok
跨境电商,2026-06-22,market_volume_change_4w,0.2907234423134255,EMQQ The Emerging Markets Internet & Ecommerce ETF (EMQQ),ok
人工智能,2026-06-23,arxiv_paper_count_4w,5658.0,arXiv API,ok
人工智能,2026-06-23,github_repo_count_4w,4153.0,GitHub Search API,ok
人工智能,2026-06-23,nvd_cve_count_4w,,NVD CVE API,missing_config
人工智能,2026-06-23,policy_heat,,configured_sources,missing_config
低空经济,2026-06-23,arxiv_paper_count_4w,,arXiv API,missing_config
低空经济,2026-06-23,github_repo_count_4w,,GitHub Search API,missing_config
低空经济,2026-06-23,news_heat,0.0,Google News 中文科技,no_match
低空经济,2026-06-23,nvd_cve_count_4w,,NVD CVE API,missing_config
低空经济,2026-06-23,policy_heat,,configured_sources,missing_config
储能,2026-06-23,arxiv_paper_count_4w,,arXiv API,missing_config
储能,2026-06-23,github_repo_count_4w,,GitHub Search API,missing_config
储能,2026-06-23,news_heat,0.0,Google News 中文科技,no_match
储能,2026-06-23,nvd_cve_count_4w,,NVD CVE API,missing_config
储能,2026-06-23,policy_heat,,configured_sources,missing_config
医药健康,2026-06-23,arxiv_paper_count_4w,14.0,arXiv API,ok
医药健康,2026-06-23,github_repo_count_4w,,GitHub Search API,missing_config
医药健康,2026-06-23,news_heat,0.0,Google News 中文科技,no_match
医药健康,2026-06-23,nvd_cve_count_4w,,NVD CVE API,missing_config
医药健康,2026-06-23,policy_heat,,configured_sources,missing_config
半导体,2026-06-23,arxiv_paper_count_4w,226.0,arXiv API,ok
半导体,2026-06-23,github_repo_count_4w,2056.0,GitHub Search API,ok
半导体,2026-06-23,nvd_cve_count_4w,,NVD CVE API,missing_config
半导体,2026-06-23,policy_heat,,configured_sources,missing_config
新能源汽车,2026-06-23,arxiv_paper_count_4w,,arXiv API,missing_config
新能源汽车,2026-06-23,github_repo_count_4w,,GitHub Search API,missing_config
新能源汽车,2026-06-23,news_heat,0.0,Google News 中文科技,no_match
新能源汽车,2026-06-23,nvd_cve_count_4w,,NVD CVE API,missing_config
新能源汽车,2026-06-23,policy_heat,,configured_sources,missing_config
旅游,2026-06-23,arxiv_paper_count_4w,,arXiv API,missing_config
旅游,2026-06-23,github_repo_count_4w,,GitHub Search API,missing_config
旅游,2026-06-23,news_heat,0.0,Google News 中文科技,no_match
旅游,2026-06-23,nvd_cve_count_4w,,NVD CVE API,missing_config
旅游,2026-06-23,policy_heat,,configured_sources,missing_config
机器人,2026-06-23,arxiv_paper_count_4w,1344.0,arXiv API,ok
机器人,2026-06-23,github_repo_count_4w,8331.0,GitHub Search API,ok
机器人,2026-06-23,nvd_cve_count_4w,,NVD CVE API,missing_config
机器人,2026-06-23,policy_heat,,configured_sources,missing_config
消费零售,2026-06-23,arxiv_paper_count_4w,,arXiv API,missing_config
消费零售,2026-06-23,github_repo_count_4w,,GitHub Search API,missing_config
消费零售,2026-06-23,news_heat,0.0,Google News 中文科技,no_match
消费零售,2026-06-23,nvd_cve_count_4w,,NVD CVE API,missing_config
消费零售,2026-06-23,policy_heat,,configured_sources,missing_config
物流供应链,2026-06-23,arxiv_paper_count_4w,,arXiv API,missing_config
物流供应链,2026-06-23,github_repo_count_4w,,GitHub Search API,missing_config
物流供应链,2026-06-23,nvd_cve_count_4w,,NVD CVE API,missing_config
物流供应链,2026-06-23,policy_heat,,configured_sources,missing_config
网络安全,2026-06-23,arxiv_paper_count_4w,,arXiv API,missing_config
网络安全,2026-06-23,github_repo_count_4w,10577.0,GitHub Search API,ok
网络安全,2026-06-23,news_heat,0.0,Google News 中文科技,no_match
网络安全,2026-06-23,nvd_cve_count_4w,7057.0,NVD CVE API,ok
网络安全,2026-06-23,policy_heat,,configured_sources,missing_config
跨境电商,2026-06-23,arxiv_paper_count_4w,,arXiv API,missing_config
跨境电商,2026-06-23,github_repo_count_4w,,GitHub Search API,missing_config
跨境电商,2026-06-23,news_heat,0.0,Google News 中文科技,no_match
跨境电商,2026-06-23,nvd_cve_count_4w,,NVD CVE API,missing_config
跨境电商,2026-06-23,policy_heat,,configured_sources,missing_config
