rank,industry,data_date,composite_score,capital_momentum,capital_momentum_score,tech_activity,tech_activity_score,external_signal_score,available_weight,ranking_status,scoring_mode,market_return_3m,market_return_3m_status,market_return_3m_growth_rate_4w,market_return_3m_momentum_status,market_return_3m_score,market_return_3m_score_source,market_return_4w,market_return_4w_status,market_return_4w_growth_rate_4w,market_return_4w_momentum_status,market_return_4w_score,market_return_4w_score_source,arxiv_paper_count_4w,arxiv_paper_count_4w_status,arxiv_paper_count_4w_growth_rate_4w,arxiv_paper_count_4w_momentum_status,arxiv_paper_count_4w_score,arxiv_paper_count_4w_score_source,github_repo_count_4w,github_repo_count_4w_status,github_repo_count_4w_growth_rate_4w,github_repo_count_4w_momentum_status,github_repo_count_4w_score,github_repo_count_4w_score_source,market_volume_change_4w,market_volume_change_4w_status,market_volume_change_4w_growth_rate_4w,market_volume_change_4w_momentum_status,nvd_cve_count_4w,nvd_cve_count_4w_status,nvd_cve_count_4w_growth_rate_4w,nvd_cve_count_4w_momentum_status,excluded_metrics,insufficient_metrics,auxiliary_metrics,missing_metrics,data_status
1,网络安全,2026-06-30,92.70833333333333,79.16666666666666,79.16666666666666,100.0,100.0,,1.0,trial,试运行评分模式,0.4026303236302893,ok,,insufficient_history,91.66666666666666,latest_value,-0.0608979582320042,ok,,insufficient_history,66.66666666666666,latest_value,,missing_config,,missing_config,,unavailable,10759.0,ok,,insufficient_history,100.0,latest_value,-0.0195842394587409,ok,,insufficient_history,6765.0,ok,,insufficient_history,arxiv_paper_count_4w,arxiv_paper_count_4w,market_volume_change_4w;nvd_cve_count_4w,arxiv_paper_count_4w,market_return_3m:insufficient_history; market_return_4w:insufficient_history; arxiv_paper_count_4w:missing_config; github_repo_count_4w:insufficient_history; market_volume_change_4w:insufficient_history; nvd_cve_count_4w:insufficient_history
2,旅游,2026-06-30,75.0,75.0,75.0,,,,0.35,trial,试运行评分模式,0.1243060709933792,ok,,insufficient_history,58.333333333333336,latest_value,0.0290796907747217,ok,,insufficient_history,91.66666666666666,latest_value,,missing_config,,missing_config,,unavailable,,missing_config,,missing_config,,unavailable,-0.0859249471458774,ok,,insufficient_history,,missing_config,,missing_config,arxiv_paper_count_4w,arxiv_paper_count_4w;github_repo_count_4w,market_volume_change_4w;nvd_cve_count_4w,arxiv_paper_count_4w;github_repo_count_4w,market_return_3m:insufficient_history; market_return_4w:insufficient_history; arxiv_paper_count_4w:missing_config; github_repo_count_4w:missing_config; market_volume_change_4w:insufficient_history; nvd_cve_count_4w:missing_config
3,机器人,2026-06-30,69.16666666666666,58.33333333333333,58.33333333333333,75.0,75.0,,1.0,trial,试运行评分模式,0.1890505025893603,ok,,insufficient_history,66.66666666666666,latest_value,-0.0768208445133723,ok,,insufficient_history,50.0,latest_value,,source_error,,source_error,,unavailable,8533.0,ok,,insufficient_history,75.0,latest_value,0.0064109853763678,ok,,insufficient_history,,missing_config,,missing_config,arxiv_paper_count_4w,arxiv_paper_count_4w,market_volume_change_4w;nvd_cve_count_4w,arxiv_paper_count_4w,market_return_3m:insufficient_history; market_return_4w:insufficient_history; arxiv_paper_count_4w:source_error; github_repo_count_4w:insufficient_history; market_volume_change_4w:insufficient_history; nvd_cve_count_4w:missing_config
4,医药健康,2026-06-30,66.66666666666666,66.66666666666666,66.66666666666666,,,,0.35,trial,试运行评分模式,0.0620220746999742,ok,,insufficient_history,33.33333333333333,latest_value,0.0920617907528236,ok,,insufficient_history,100.0,latest_value,,source_error,,source_error,,unavailable,,missing_config,,missing_config,,unavailable,2.662401814194577,ok,,insufficient_history,,missing_config,,missing_config,arxiv_paper_count_4w,arxiv_paper_count_4w;github_repo_count_4w,market_volume_change_4w;nvd_cve_count_4w,arxiv_paper_count_4w;github_repo_count_4w,market_return_3m:insufficient_history; market_return_4w:insufficient_history; arxiv_paper_count_4w:source_error; github_repo_count_4w:missing_config; market_volume_change_4w:insufficient_history; nvd_cve_count_4w:missing_config
5,物流供应链,2026-06-30,58.33333333333334,58.333333333333336,58.333333333333336,,,,0.35,trial,试运行评分模式,0.103421943683976,ok,,insufficient_history,41.66666666666667,latest_value,-0.0344740539177211,ok,,insufficient_history,75.0,latest_value,,missing_config,,missing_config,,unavailable,,missing_config,,missing_config,,unavailable,,insufficient_data,,insufficient_data,,missing_config,,missing_config,arxiv_paper_count_4w,arxiv_paper_count_4w;github_repo_count_4w,market_volume_change_4w;nvd_cve_count_4w,arxiv_paper_count_4w;github_repo_count_4w,market_return_3m:insufficient_history; market_return_4w:insufficient_history; arxiv_paper_count_4w:missing_config; github_repo_count_4w:missing_config; market_volume_change_4w:insufficient_data; nvd_cve_count_4w:missing_config
6,人工智能,2026-06-30,54.375,62.50000000000001,62.50000000000001,50.0,50.0,,1.0,trial,试运行评分模式,0.3565695186672379,ok,,insufficient_history,83.33333333333334,latest_value,-0.0844025979535296,ok,,insufficient_history,41.66666666666667,latest_value,5058.0,ok,,insufficient_history,,unavailable,4134.0,ok,,insufficient_history,50.0,latest_value,0.6352930204109266,ok,,insufficient_history,,missing_config,,missing_config,arxiv_paper_count_4w,arxiv_paper_count_4w,market_volume_change_4w;nvd_cve_count_4w,arxiv_paper_count_4w,market_return_3m:insufficient_history; market_return_4w:insufficient_history; arxiv_paper_count_4w:insufficient_history; github_repo_count_4w:insufficient_history; market_volume_change_4w:insufficient_history; nvd_cve_count_4w:missing_config
7,新能源汽车,2026-06-30,50.0,50.0,50.0,,,,0.35,trial,试运行评分模式,0.2226528103433955,ok,,insufficient_history,75.0,latest_value,-0.1113990297232465,ok,,insufficient_history,25.0,latest_value,,missing_config,,missing_config,,unavailable,,missing_config,,missing_config,,unavailable,-0.1156639844775437,ok,,insufficient_history,,missing_config,,missing_config,arxiv_paper_count_4w,arxiv_paper_count_4w;github_repo_count_4w,market_volume_change_4w;nvd_cve_count_4w,arxiv_paper_count_4w;github_repo_count_4w,market_return_3m:insufficient_history; market_return_4w:insufficient_history; arxiv_paper_count_4w:missing_config; github_repo_count_4w:missing_config; market_volume_change_4w:insufficient_history; nvd_cve_count_4w:missing_config
8,半导体,2026-06-30,48.333333333333336,91.66666666666667,91.66666666666667,25.0,25.0,,1.0,trial,试运行评分模式,0.6123172143291307,ok,,insufficient_history,100.0,latest_value,-0.0003638688029469,ok,,insufficient_history,83.33333333333334,latest_value,238.0,ok,,insufficient_history,,unavailable,2051.0,ok,,insufficient_history,25.0,latest_value,0.1976442427138078,ok,,insufficient_history,,missing_config,,missing_config,arxiv_paper_count_4w,arxiv_paper_count_4w,market_volume_change_4w;nvd_cve_count_4w,arxiv_paper_count_4w,market_return_3m:insufficient_history; market_return_4w:insufficient_history; arxiv_paper_count_4w:insufficient_history; github_repo_count_4w:insufficient_history; market_volume_change_4w:insufficient_history; nvd_cve_count_4w:missing_config
9,低空经济,2026-06-30,41.666666666666664,41.666666666666664,41.666666666666664,,,,0.35,trial,试运行评分模式,0.1076563436018114,ok,,insufficient_history,50.0,latest_value,-0.0962902016909327,ok,,insufficient_history,33.33333333333333,latest_value,,missing_config,,missing_config,,unavailable,,missing_config,,missing_config,,unavailable,0.7160702471883083,ok,,insufficient_history,,missing_config,,missing_config,arxiv_paper_count_4w,arxiv_paper_count_4w;github_repo_count_4w,market_volume_change_4w;nvd_cve_count_4w,arxiv_paper_count_4w;github_repo_count_4w,market_return_3m:insufficient_history; market_return_4w:insufficient_history; arxiv_paper_count_4w:missing_config; github_repo_count_4w:missing_config; market_volume_change_4w:insufficient_history; nvd_cve_count_4w:missing_config
10,跨境电商,2026-06-30,37.5,37.5,37.5,,,,0.35,trial,试运行评分模式,-0.0617977476025791,ok,,insufficient_history,16.666666666666664,latest_value,-0.0711063735153102,ok,,insufficient_history,58.333333333333336,latest_value,,missing_config,,missing_config,,unavailable,,missing_config,,missing_config,,unavailable,-0.1846371120006041,ok,,insufficient_history,,missing_config,,missing_config,arxiv_paper_count_4w,arxiv_paper_count_4w;github_repo_count_4w,market_volume_change_4w;nvd_cve_count_4w,arxiv_paper_count_4w;github_repo_count_4w,market_return_3m:insufficient_history; market_return_4w:insufficient_history; arxiv_paper_count_4w:missing_config; github_repo_count_4w:missing_config; market_volume_change_4w:insufficient_history; nvd_cve_count_4w:missing_config
